t	f	mask
2052.1247971	0.999970745323	False
2052.14522899	1.00012750266	False
2052.16566077	1.0000672716	False
2052.18609246	0.999960749668	False
2052.20652434	0.999912822197	False
2052.22695613	0.999861095297	False
2052.24738781	0.999872600023	False
2052.2678197	0.99991227706	False
2052.28825148	0.999726034292	False
2052.30868337	0.999655763324	False
2052.32911505	0.99970545109	False
2052.34954684	0.999843820993	False
2052.36997873	0.999859005968	False
2052.39041041	0.999653545134	False
2052.4108422	0.999565020872	False
2052.43127399	0.999784303569	False
2052.45170578	0.999727974537	False
2052.47213766	0.99965805711	False
2052.49256935	0.99957197939	False
2052.51300114	0.999500447895	False
2052.53343303	0.999499902103	False
2052.55386472	0.999446105247	False
2052.57429651	0.999431846347	False
2052.59472839	0.999503284997	False
2052.61516008	0.999558197601	False
2052.63559197	0.999345548593	False
2052.65602376	0.999473531628	False
2052.67645545	0.999516212391	False
2052.69688734	0.999423850246	False
2052.71731913	0.999483043058	False
2052.73775093	0.999413024654	False
2052.75818272	0.999429939911	False
2052.77861451	0.999535627196	False
2052.7990463	0.999287302399	False
2052.81947809	0.999498101198	False
2052.83990988	0.999358328427	False
2052.86034177	0.999310806113	False
2052.88077357	1.0183013922	True
2052.90120526	0.999413633794	False
2052.92163715	0.999580273782	False
2052.94206895	0.999380854367	False
2052.96250064	0.99937617597	False
2052.98293253	0.999324958522	False
2053.00336433	0.999441491048	False
2053.02379622	0.999422483162	False
2053.04422792	0.999415887329	False
2053.06465971	0.999461085729	False
2053.0850915	0.99943436348	True
2053.1055233	0.999456971089	False
2053.125955	0.999381544886	False
2053.14638689	0.999516238494	False
2053.16681869	0.999654368329	False
2053.18725058	0.99961688153	False
2053.20768228	0.999321011775	False
2053.22811408	0.999525475561	False
2053.24854597	0.999698419488	False
2053.26897767	0.999613994274	False
2053.28940947	0.99944553875	False
2053.30984136	0.999507613301	False
2053.33027306	0.999519192313	False
2053.35070496	0.999587055695	False
2053.37113676	0.999729698514	False
2053.39156856	0.999546833337	False
2053.41200035	0.999535150195	False
2053.43243215	0.99956960122	True
2053.45286395	0.999600605236	False
2053.47329575	0.999476370728	False
2053.49372755	0.999510821545	False
2053.51415935	0.999500370797	False
2053.53459125	0.999595366316	False
2053.55502295	0.999564751448	False
2053.57545485	0.999630659273	False
2053.59588665	0.999581143015	False
2053.61631835	0.999639545145	False
2053.63675026	0.999334828724	False
2053.65718206	0.999493218444	False
2053.67761376	0.999390247549	False
2053.69804566	0.999601623922	False
2053.71847746	0.99934795598	False
2053.73890927	0.999724521737	False
2053.75934107	0.999783295489	False
2053.77977287	0.999573154428	False
2053.80020467	0.999815795413	False
2053.82063648	0.999672425048	False
